movieId,title,genres,year,title_clean,tag,year_str,related
26340,"Twelve Tasks of Asterix, The (Les douze travaux d'Astérix) (1976)",Action|Adventure|Animation|Children|Comedy|Fantasy,1976.0,"twelve tasks of asterix, the (les douze travaux d'astérix)",,1976.0,action adventure animation children comedy fantasy twelve tasks of asterix the les douze travaux dastrix
26344,French Connection II (1975),Action|Crime|Drama|Thriller,1975.0,french connection ii,,1975.0,action crime drama thriller french connection ii
26347,"Irony of Fate, or Enjoy Your Bath! (Ironiya sudby, ili S legkim parom!) (1975)",Comedy|Drama|Romance,1975.0,"irony of fate, or enjoy your bath! (ironiya sudby, ili s legkim parom!)",,1975.0,comedy drama romance irony of fate or enjoy your bath ironiya sudby ili s legkim parom
26350,"Passenger, The (Professione: reporter) (1975)",Drama,1975.0,"passenger, the (professione: reporter)",,1975.0,drama passenger the professione reporter
26357,Trilogy of Terror (1975),Horror|Thriller,1975.0,trilogy of terror,,1975.0,horror thriller trilogy of terror
26359,1900 (Novecento) (1976),Drama|War,1976.0,1900 (novecento),,1976.0,drama war  novecento
26365,Futureworld (1976),Sci-Fi|Thriller,1976.0,futureworld,,1976.0,scifi thriller futureworld
26366,Harlan County U.S.A. (1976),Documentary,1976.0,harlan county u.s.a.,,1976.0,documentary harlan county usa
26375,Silver Streak (1976),Action|Comedy|Crime,1976.0,silver streak,,1976.0,action comedy crime silver streak
26386,High Anxiety (1977),Comedy|Thriller,1977.0,high anxiety,,1977.0,comedy thriller high anxiety
26391,"New York, New York (1977)",Drama|Musical|Romance,1977.0,"new york, new york",,1977.0,drama musical romance new york new york
26394,"Turning Point, The (1977)",Drama|Romance,1977.0,"turning point, the",,1977.0,drama romance turning point the
26399,Five Deadly Venoms (1978),Action,1978.0,five deadly venoms,,1978.0,action five deadly venoms
26401,Last Hurrah for Chivalry (Hao xia) (1979),Action|Drama,1979.0,last hurrah for chivalry (hao xia),,1979.0,action drama last hurrah for chivalry hao xia
26409,"Clonus Horror, The (1979)",Horror|Sci-Fi,1979.0,"clonus horror, the",,1979.0,horror scifi clonus horror the
26413,Snake in the Eagle's Shadow (Se ying diu sau) (1978),Action|Comedy,1978.0,snake in the eagle's shadow (se ying diu sau),,1978.0,action comedy snake in the eagles shadow se ying diu sau
26422,Hair (1979),Comedy|Drama|Musical,1979.0,hair,,1979.0,comedy drama musical hair
26429,Love at First Bite (1979),Comedy|Horror|Romance,1979.0,love at first bite,,1979.0,comedy horror romance love at first bite
26444,"Hitch Hikers Guide to the Galaxy, The (1981)",Adventure|Comedy|Sci-Fi,1981.0,"hitch hikers guide to the galaxy, the",,1981.0,adventure comedy scifi hitch hikers guide to the galaxy the
26453,Smiley's People (1982),Drama|Mystery,1982.0,smiley's people,,1982.0,drama mystery smileys people
26464,Blue Thunder (1983),Action|Crime|Drama,1983.0,blue thunder,,1983.0,action crime drama blue thunder
26467,"Day After, The (1983)",Drama|Sci-Fi,1983.0,"day after, the",,1983.0,drama scifi day after the
26471,Eddie Murphy Delirious (1983),Comedy|Documentary,1983.0,eddie murphy delirious,,1983.0,comedy documentary eddie murphy delirious
26472,"Norte, El (1984)",Adventure|Drama,1984.0,"norte, el",,1984.0,adventure drama norte el
26492,Twilight Zone: The Movie (1983),Fantasy|Horror|Sci-Fi|Thriller,1983.0,twilight zone: the movie,,1983.0,fantasy horror scifi thriller twilight zone the movie
26498,Boy Meets Girl (1984),Drama,1984.0,boy meets girl,,1984.0,drama boy meets girl
26504,Cloak & Dagger (1984),Action|Adventure|Children|Crime|Mystery|Thriller,1984.0,cloak & dagger,,1984.0,action adventure children crime mystery thriller cloak  dagger
26510,"Ewok Adventure, The (a.k.a. Caravan of Courage: An Ewok Adventure) (1984)",Adventure|Children|Fantasy|Sci-Fi,1984.0,"ewok adventure, the (a.k.a. caravan of courage: an ewok adventure)",,1984.0,adventure children fantasy scifi ewok adventure the aka caravan of courage an ewok adventure
26523,"Silent Night, Deadly Night (1984)",Horror|Thriller,1984.0,"silent night, deadly night",,1984.0,horror thriller silent night deadly night
26524,"Times of Harvey Milk, The (1984)",Documentary,1984.0,"times of harvey milk, the",,1984.0,documentary times of harvey milk the
26527,What Have I Done to Deserve This? (¿Qué he hecho yo para merecer esto!!) (1984),Comedy|Drama,1984.0,what have i done to deserve this? (¿qué he hecho yo para merecer esto!!),,1984.0,comedy drama what have i done to deserve this qu he hecho yo para merecer esto
26528,Anne of Green Gables (1985),Children|Drama,1985.0,anne of green gables,,1985.0,children drama anne of green gables
26539,Death of a Salesman (1985),Drama,1985.0,death of a salesman,,1985.0,drama death of a salesman
26542,Ewoks: The Battle for Endor (1985),Adventure|Children|Fantasy|Sci-Fi,1985.0,ewoks: the battle for endor,,1985.0,adventure children fantasy scifi ewoks the battle for endor
26547,Police Story (Ging chaat goo si) (1985),Action|Comedy|Crime|Thriller,1985.0,police story (ging chaat goo si),,1985.0,action comedy crime thriller police story ging chaat goo si
26554,"Quiet Earth, The (1985)",Drama|Mystery|Sci-Fi,1985.0,"quiet earth, the",,1985.0,drama mystery scifi quiet earth the
26555,Spies Like Us (1985),Comedy,1985.0,spies like us,,1985.0,comedy spies like us
26562,White Nights (1985),Drama,1985.0,white nights,,1985.0,drama white nights
26564,'Round Midnight (1986),Drama|Musical,1986.0,'round midnight,,1986.0,drama musical round midnight
26567,Club Paradise (1986),Comedy,1986.0,club paradise,,1986.0,comedy club paradise
26578,"Sacrifice, The (Offret - Sacraficatio) (1986)",Drama,1986.0,"sacrifice, the (offret - sacraficatio)",,1986.0,drama sacrifice the offret  sacraficatio
26585,"Better Tomorrow, A (Ying hung boon sik) (1986)",Crime|Drama|Thriller,1986.0,"better tomorrow, a (ying hung boon sik)",,1986.0,crime drama thriller better tomorrow a ying hung boon sik
26587,"Decalogue, The (Dekalog) (1989)",Crime|Drama|Romance,1989.0,"decalogue, the (dekalog)",,1989.0,crime drama romance decalogue the dekalog
26590,G.I. Joe: The Movie (1987),Action|Adventure|Animation|Children|Fantasy|Sci-Fi,1987.0,g.i. joe: the movie,,1987.0,action adventure animation children fantasy scifi gi joe the movie
26593,Hell Comes to Frogtown (1988),Action|Comedy|Sci-Fi,1988.0,hell comes to frogtown,,1988.0,action comedy scifi hell comes to frogtown
26599,"Law of Desire (Ley del deseo, La) (1987)",Comedy|Drama|Romance,1987.0,"law of desire (ley del deseo, la)",,1987.0,comedy drama romance law of desire ley del deseo la
26603,Prince of Darkness (1987),Fantasy|Horror|Sci-Fi|Thriller,1987.0,prince of darkness,,1987.0,fantasy horror scifi thriller prince of darkness
26606,"Chinese Ghost Story, A (Sinnui yauwan) (1987)",Action|Fantasy|Horror|Romance,1987.0,"chinese ghost story, a (sinnui yauwan)",,1987.0,action fantasy horror romance chinese ghost story a sinnui yauwan
26612,"Better Tomorrow II, A (Ying hung boon sik II) (1987)",Crime|Drama|Thriller,1987.0,"better tomorrow ii, a (ying hung boon sik ii)",,1987.0,crime drama thriller better tomorrow ii a ying hung boon sik ii
26614,"Bourne Identity, The (1988)",Action|Adventure|Drama|Mystery|Thriller,1988.0,"bourne identity, the",,1988.0,action adventure drama mystery thriller bourne identity the
26622,Dominick and Eugene (1988),Drama,1988.0,dominick and eugene,,1988.0,drama dominick and eugene
26629,Killer Klowns from Outer Space (1988),Comedy|Horror|Sci-Fi,1988.0,killer klowns from outer space,,1988.0,comedy horror scifi killer klowns from outer space
26630,Moonwalker (1988),Musical,1988.0,moonwalker,,1988.0,musical moonwalker
26631,Alice (Neco z Alenky) (1988),Animation|Fantasy|Mystery,1988.0,alice (neco z alenky),,1988.0,animation fantasy mystery alice neco z alenky
26645,Life Is a Long Quiet River (La vie est un long fleuve tranquille) (1988),Comedy,1988.0,life is a long quiet river (la vie est un long fleuve tranquille),,1988.0,comedy life is a long quiet river la vie est un long fleuve tranquille
26649,Lonesome Dove (1989),Adventure|Drama|Western,1989.0,lonesome dove,,1989.0,adventure drama western lonesome dove
26662,Kiki's Delivery Service (Majo no takkyûbin) (1989),Adventure|Animation|Children|Drama|Fantasy,1989.0,kiki's delivery service (majo no takkyûbin),anime,1989.0,adventure animation children drama fantasy kikis delivery service majo no takkybin anime
26676,Almost an Angel (1990),Comedy,1990.0,almost an angel,,1990.0,comedy almost an angel
26680,Cry-Baby (1990),Comedy|Musical|Romance,1990.0,cry-baby,,1990.0,comedy musical romance crybaby
26681,Bullet in the Head (1990),Action|Drama|War,1990.0,bullet in the head,,1990.0,action drama war bullet in the head
26686,Ghost Dad (1990),Comedy|Fantasy,1990.0,ghost dad,,1990.0,comedy fantasy ghost dad
26693,It (1990),Drama|Fantasy|Horror|Mystery|Thriller,1990.0,it,,1990.0,drama fantasy horror mystery thriller it
26694,Ju Dou (1990),Drama,1990.0,ju dou,,1990.0,drama ju dou
26695,"Krays, The (1990)",Drama,1990.0,"krays, the",,1990.0,drama krays the
26696,Lionheart (1990),Action,1990.0,lionheart,,1990.0,action lionheart
26700,Nuns on the Run (1990),Comedy|Crime,1990.0,nuns on the run,,1990.0,comedy crime nuns on the run
26701,Patlabor: The Movie (Kidô keisatsu patorebâ: The Movie) (1989),Action|Animation|Crime|Drama|Film-Noir|Mystery|Sci-Fi|Thriller,1989.0,patlabor: the movie (kidô keisatsu patorebâ: the movie),,1989.0,action animation crime drama filmnoir mystery scifi thriller patlabor the movie kid keisatsu patoreb the movie
26704,State of Grace (1990),Crime|Drama|Thriller,1990.0,state of grace,,1990.0,crime drama thriller state of grace
26712,35 Up (1991),Documentary,1991.0,35 up,,1991.0,documentary  up
26713,Days of Being Wild (A Fei jingjyuhn) (1990),Drama|Romance,1990.0,days of being wild (a fei jingjyuhn),,1990.0,drama romance days of being wild a fei jingjyuhn
26717,Begotten (1990),Drama|Horror,1990.0,begotten,boring psychedelic symbolic,1990.0,drama horror begotten boring psychedelic symbolic
26726,Dutch (1991),Comedy,1991.0,dutch,,1991.0,comedy dutch
26729,Hearts of Darkness: A Filmmakers Apocalypse (1991),Documentary,1991.0,hearts of darkness: a filmmakers apocalypse,,1991.0,documentary hearts of darkness a filmmakers apocalypse
26732,Johnny Stecchino (1991),Comedy,1991.0,johnny stecchino,,1991.0,comedy johnny stecchino
26736,Riki-Oh: The Story of Ricky (Lik Wong) (1991),Action|Crime|Thriller,1991.0,riki-oh: the story of ricky (lik wong),,1991.0,action crime thriller rikioh the story of ricky lik wong
26741,Mannequin 2: On the Move (1991),Comedy|Fantasy|Romance,1991.0,mannequin 2: on the move,,1991.0,comedy fantasy romance mannequin  on the move
26743,Only Yesterday (Omohide poro poro) (1991),Animation|Drama,1991.0,only yesterday (omohide poro poro),,1991.0,animation drama only yesterday omohide poro poro
26745,Other People's Money (1991),Comedy|Drama|Romance,1991.0,other people's money,,1991.0,comedy drama romance other peoples money
26750,Quigley Down Under (1990),Adventure|Drama|Western,1990.0,quigley down under,,1990.0,adventure drama western quigley down under
26761,Prime Suspect 2 (1992),Crime|Drama|Mystery|Romance|Thriller,1992.0,prime suspect 2,,1992.0,crime drama mystery romance thriller prime suspect
26764,Captain America (1990),Action|Fantasy|Sci-Fi|Thriller|War,1990.0,captain america,,1990.0,action fantasy scifi thriller war captain america
26765,City Hunter (Sing si lip yan) (1993),Action|Comedy|Romance,1993.0,city hunter (sing si lip yan),,1993.0,action comedy romance city hunter sing si lip yan
26776,Porco Rosso (Crimson Pig) (Kurenai no buta) (1992),Adventure|Animation|Comedy|Fantasy|Romance,1992.0,porco rosso (crimson pig) (kurenai no buta),In Netflix queue,1992.0,adventure animation comedy fantasy romance porco rosso crimson pig kurenai no buta in netflix queue
26777,"Stolen Children (Ladro di bambini, Il) (1992)",Drama,1992.0,"stolen children (ladro di bambini, il)",,1992.0,drama stolen children ladro di bambini il
26778,Ladybugs (1992),Comedy,1992.0,ladybugs,,1992.0,comedy ladybugs
26782,"Mambo Kings, The (1992)",Drama|Musical,1992.0,"mambo kings, the",,1992.0,drama musical mambo kings the
26791,Shining Through (1992),Drama|Romance|Thriller|War,1992.0,shining through,,1992.0,drama romance thriller war shining through
26792,Sidekicks (1992),Action|Adventure|Children|Comedy,1992.0,sidekicks,,1992.0,action adventure children comedy sidekicks
26796,"Heart in Winter, A (Un coeur en hiver) (1992)",Drama|Romance,1992.0,"heart in winter, a (un coeur en hiver)",,1992.0,drama romance heart in winter a un coeur en hiver
26797,Visions of Light: The Art of Cinematography (1992),Documentary,1992.0,visions of light: the art of cinematography,,1992.0,documentary visions of light the art of cinematography
26810,Bad Boy Bubby (1993),Drama,1993.0,bad boy bubby,,1993.0,drama bad boy bubby
26812,Barbarians at the Gate (1993),Drama,1993.0,barbarians at the gate,,1993.0,drama barbarians at the gate
26819,Fortress (1992),Action|Sci-Fi,1992.0,fortress,,1992.0,action scifi fortress
26828,Mr. Nanny (1993),Action|Children|Comedy,1993.0,mr. nanny,,1993.0,action children comedy mr nanny
26838,"Snapper, The (1993)",Comedy|Drama,1993.0,"snapper, the",,1993.0,comedy drama snapper the
26840,Sonatine (Sonachine) (1993),Action|Comedy|Crime|Drama,1993.0,sonatine (sonachine),,1993.0,action comedy crime drama sonatine sonachine
26849,"Stand, The (1994)",Adventure|Drama|Fantasy|Horror|Sci-Fi,1994.0,"stand, the",,1994.0,adventure drama fantasy horror scifi stand the
26854,"Darkman II: Return of Durant, The (1995)",Action|Crime|Horror,1995.0,"darkman ii: return of durant, the",,1995.0,action crime horror darkman ii return of durant the
26861,Freaked (1993),Comedy|Sci-Fi,1993.0,freaked,,1993.0,comedy scifi freaked
26865,Fist of Legend (Jing wu ying xiong) (1994),Action|Drama,1994.0,fist of legend (jing wu ying xiong),,1994.0,action drama fist of legend jing wu ying xiong
26870,Major League II (1994),Comedy,1994.0,major league ii,,1994.0,comedy major league ii
26871,My Father the Hero (1994),Comedy|Romance,1994.0,my father the hero,,1994.0,comedy romance my father the hero
26875,"Pure Formality, A (Pura formalità, Una) (1994)",Crime|Film-Noir|Mystery|Thriller,1994.0,"pure formality, a (pura formalità, una)",,1994.0,crime filmnoir mystery thriller pure formality a pura formalit una
26887,"Langoliers, The (1995)",Drama|Fantasy|Horror|Mystery|Sci-Fi|Thriller,1995.0,"langoliers, the",,1995.0,drama fantasy horror mystery scifi thriller langoliers the
26900,"Last Wedding, The (Kivenpyörittäjän kylä) (1995)",Comedy|Drama,1995.0,"last wedding, the (kivenpyörittäjän kylä)",,1995.0,comedy drama last wedding the kivenpyrittjn kyl
26901,Last of the Dogmen (1995),Adventure|Western,1995.0,last of the dogmen,,1995.0,adventure western last of the dogmen
26903,Whisper of the Heart (Mimi wo sumaseba) (1995),Animation|Drama|Romance,1995.0,whisper of the heart (mimi wo sumaseba),,1995.0,animation drama romance whisper of the heart mimi wo sumaseba
26913,Street Fighter II: The Animated Movie (Sutorîto Faitâ II gekijô-ban) (1994),Action|Animation,1994.0,street fighter ii: the animated movie (sutorîto faitâ ii gekijô-ban),,1994.0,action animation street fighter ii the animated movie sutorto fait ii gekijban
26928,"Summer's Tale, A (Conte d'été) (1996)",Comedy|Drama|Romance,1996.0,"summer's tale, a (conte d'été)",,1996.0,comedy drama romance summers tale a conte dt
26940,"Late Shift, The (1996)",Comedy,1996.0,"late shift, the",,1996.0,comedy late shift the
26947,Pusher (1996),Crime|Thriller,1996.0,pusher,,1996.0,crime thriller pusher
26958,Emma (1996),Romance,1996.0,emma,,1996.0,romance emma
26965,"Boxer, The (1997)",Drama|Thriller,1997.0,"boxer, the",,1997.0,drama thriller boxer the
26974,Gummo (1997),Drama,1997.0,gummo,,1997.0,drama gummo
26985,Nirvana (1997),Action|Sci-Fi,1997.0,nirvana,,1997.0,action scifi nirvana
26999,"Lion King II: Simba's Pride, The (1998)",Adventure|Animation|Children|Musical|Romance,1998.0,"lion king ii: simba's pride, the",,1998.0,adventure animation children musical romance lion king ii simbas pride the
27002,From the Earth to the Moon (1998),Action|Documentary|Drama|Thriller,1998.0,from the earth to the moon,,1998.0,action documentary drama thriller from the earth to the moon
27003,Beowulf (1999),Action|Horror|Sci-Fi,1999.0,beowulf,,1999.0,action horror scifi beowulf
27006,RKO 281 (1999),Drama,1999.0,rko 281,,1999.0,drama rko
27008,From Dusk Till Dawn 2: Texas Blood Money (1999) ,Comedy|Crime|Horror,1999.0,from dusk till dawn 2: texas blood money ,,1999.0,comedy crime horror from dusk till dawn  texas blood money
27020,Gia (1998),Drama|Romance,1998.0,gia,drugs lesbian,1998.0,drama romance gia drugs lesbian
27022,Thursday (1998),Action|Crime|Thriller,1998.0,thursday,,1998.0,action crime thriller thursday
27032,Who Am I? (Wo shi shei) (1998),Action|Adventure|Comedy|Sci-Fi|Thriller,1998.0,who am i? (wo shi shei),,1998.0,action adventure comedy scifi thriller who am i wo shi shei
27036,Merlin (1998),Action|Adventure|Drama|Fantasy|Romance,1998.0,merlin,,1998.0,action adventure drama fantasy romance merlin
27074,Brave New World (1998),Sci-Fi,1998.0,brave new world,,1998.0,scifi brave new world
27075,Addams Family Reunion (1998),Children|Comedy|Fantasy,1998.0,addams family reunion,,1998.0,children comedy fantasy addams family reunion
27105,Purgatory (1999),Fantasy|Western,1999.0,purgatory,,1999.0,fantasy western purgatory
27124,Bleeder (1999),Drama|Thriller,1999.0,bleeder,,1999.0,drama thriller bleeder
27134,Dark Portals: The Chronicles of Vidocq  (Vidocq) (2001),Action|Crime|Fantasy,2001.0,dark portals: the chronicles of vidocq  (vidocq),,2001.0,action crime fantasy dark portals the chronicles of vidocq  vidocq
27140,Candyman 3: Day of the Dead (1999),Horror,1999.0,candyman 3: day of the dead,,1999.0,horror candyman  day of the dead
27155,"Batman/Superman Movie, The (1998)",Action|Adventure|Animation|Children|Fantasy|Sci-Fi,1998.0,"batman/superman movie, the",,1998.0,action adventure animation children fantasy scifi batmansuperman movie the
27156,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",Action|Animation|Drama|Fantasy|Sci-Fi,1997.0,"neon genesis evangelion: the end of evangelion (shin seiki evangelion gekijô-ban: air/magokoro wo, kimi ni)",anime end of the world epic mecha psychology,1997.0,action animation drama fantasy scifi neon genesis evangelion the end of evangelion shin seiki evangelion gekijban airmagokoro wo kimi ni anime end of the world epic mecha psychology
27176,Style Wars (1983),Documentary,1983.0,style wars,,1983.0,documentary style wars
27178,In July (Im Juli) (2000),Comedy|Romance,2000.0,in july (im juli),,2000.0,comedy romance in july im juli
27186,Kirikou and the Sorceress (Kirikou et la sorcière) (1998),Adventure|Animation|Children|Fantasy,1998.0,kirikou and the sorceress (kirikou et la sorcière),,1998.0,adventure animation children fantasy kirikou and the sorceress kirikou et la sorcire
27193,Taxi 2 (2000),Action|Comedy,2000.0,taxi 2,,2000.0,action comedy taxi
27246,If These Walls Could Talk 2 (2000),Drama|Romance,2000.0,if these walls could talk 2,,2000.0,drama romance if these walls could talk
27251,"10th Kingdom, The (2000)",Adventure|Comedy|Fantasy,2000.0,"10th kingdom, the",,2000.0,adventure comedy fantasy th kingdom the
27255,"Wind Will Carry Us, The (Bad ma ra khahad bord) (1999)",Drama,1999.0,"wind will carry us, the (bad ma ra khahad bord)",,1999.0,drama wind will carry us the bad ma ra khahad bord
27266,2046 (2004),Drama|Fantasy|Romance|Sci-Fi,2004.0,2046,,2004.0,drama fantasy romance scifi
27306,Bartleby (2001),Comedy|Drama,2001.0,bartleby,,2001.0,comedy drama bartleby
27311,Batman Beyond: Return of the Joker (2000),Action|Animation|Crime|Sci-Fi|Thriller,2000.0,batman beyond: return of the joker,,2000.0,action animation crime scifi thriller batman beyond return of the joker
27317,Audition (Ôdishon) (1999),Drama|Horror|Mystery|Romance|Thriller,1999.0,audition (ôdishon),,1999.0,drama horror mystery romance thriller audition dishon
27320,"Nine Lives of Tomas Katz, The (2000)",Comedy|Drama|Fantasy,2000.0,"nine lives of tomas katz, the",,2000.0,comedy drama fantasy nine lives of tomas katz the
27328,Monday (2000),Action|Comedy|Crime|Fantasy|Thriller,2000.0,monday,,2000.0,action comedy crime fantasy thriller monday
27329,Paradise Lost 2: Revelations (2000),Documentary,2000.0,paradise lost 2: revelations,,2000.0,documentary paradise lost  revelations
27368,Asterix & Obelix: Mission Cleopatra (Astérix & Obélix: Mission Cléopâtre) (2002),Adventure|Comedy|Fantasy,2002.0,asterix & obelix: mission cleopatra (astérix & obélix: mission cléopâtre),,2002.0,adventure comedy fantasy asterix  obelix mission cleopatra astrix  oblix mission cloptre
27369,Daria: Is It Fall Yet? (2000),Animation|Comedy,2000.0,daria: is it fall yet?,,2000.0,animation comedy daria is it fall yet
27370,Late Night Shopping (2001),Comedy,2001.0,late night shopping,,2001.0,comedy late night shopping
27373,61* (2001),Drama,2001.0,61*,,2001.0,drama
27397,Joint Security Area (Gongdong gyeongbi guyeok JSA) (2000),Crime|Drama|Mystery|Thriller|War,2000.0,joint security area (gongdong gyeongbi guyeok jsa),,2000.0,crime drama mystery thriller war joint security area gongdong gyeongbi guyeok jsa
27408,Ripley's Game (2002),Drama|Thriller,2002.0,ripley's game,,2002.0,drama thriller ripleys game
27416,Jalla! Jalla! (2000),Comedy|Drama|Romance,2000.0,jalla! jalla!,,2000.0,comedy drama romance jalla jalla
27420,Teknolust (2002),Comedy|Drama|Romance|Sci-Fi,2002.0,teknolust,,2002.0,comedy drama romance scifi teknolust
27426,"Accidental Spy, The (Dak miu mai shing) (2001)",Action|Comedy|Thriller,2001.0,"accidental spy, the (dak miu mai shing)",,2001.0,action comedy thriller accidental spy the dak miu mai shing
27434,Darkness (2002),Horror|Mystery,2002.0,darkness,,2002.0,horror mystery darkness
27441,Blood: The Last Vampire (2000),Action|Animation|Horror,2000.0,blood: the last vampire,,2000.0,action animation horror blood the last vampire
27450,Blueberry (2004),Adventure|Western,2004.0,blueberry,,2004.0,adventure western blueberry
27473,American Psycho II: All American Girl (2002),Comedy|Crime|Horror|Mystery|Thriller,2002.0,american psycho ii: all american girl,,2002.0,comedy crime horror mystery thriller american psycho ii all american girl
27478,Ali G Indahouse (2002),Comedy,2002.0,ali g indahouse,,2002.0,comedy ali g indahouse
27480,Dead or Alive 2: Tôbôsha (2000),Action|Crime|Thriller,2000.0,dead or alive 2: tôbôsha,,2000.0,action crime thriller dead or alive  tbsha
27482,Cube 2: Hypercube (2002),Horror|Mystery|Sci-Fi,2002.0,cube 2: hypercube,,2002.0,horror mystery scifi cube  hypercube
27491,Pulse (Kairo) (2001),Horror|Mystery|Thriller,2001.0,pulse (kairo),,2001.0,horror mystery thriller pulse kairo
27513,Dog Days (Hundstage) (2001),Drama,2001.0,dog days (hundstage),,2001.0,drama dog days hundstage
27523,My Sassy Girl (Yeopgijeogin geunyeo) (2001),Comedy|Romance,2001.0,my sassy girl (yeopgijeogin geunyeo),,2001.0,comedy romance my sassy girl yeopgijeogin geunyeo
27537,Nothing (2003),Comedy|Fantasy|Mystery|Sci-Fi,2003.0,nothing,,2003.0,comedy fantasy mystery scifi nothing
27539,Undertaking Betty (Plots with a View) (2002),Comedy|Romance,2002.0,undertaking betty (plots with a view),,2002.0,comedy romance undertaking betty plots with a view
27549,Dead or Alive: Final (2002),Comedy|Crime|Drama|Sci-Fi|Thriller,2002.0,dead or alive: final,,2002.0,comedy crime drama scifi thriller dead or alive final
27555,Fubar (2002),Comedy,2002.0,fubar,,2002.0,comedy fubar
27563,"Happiness of the Katakuris, The (Katakuri-ke no kôfuku) (2001)",Comedy|Horror|Musical,2001.0,"happiness of the katakuris, the (katakuri-ke no kôfuku)",,2001.0,comedy horror musical happiness of the katakuris the katakurike no kfuku
27584,Dead End (2003),Comedy|Horror|Mystery|Thriller,2003.0,dead end,,2003.0,comedy horror mystery thriller dead end
27592,Sympathy for Mr. Vengeance (Boksuneun naui geot) (2002),Crime|Drama,2002.0,sympathy for mr. vengeance (boksuneun naui geot),,2002.0,crime drama sympathy for mr vengeance boksuneun naui geot
27595,Jesus Christ Vampire Hunter (2001),Action|Comedy|Horror|Musical,2001.0,jesus christ vampire hunter,,2001.0,action comedy horror musical jesus christ vampire hunter
27604,Suicide Club (Jisatsu saakuru) (2001),Horror|Mystery|Thriller,2001.0,suicide club (jisatsu saakuru),,2001.0,horror mystery thriller suicide club jisatsu saakuru
27611,Battlestar Galactica (2003),Drama|Sci-Fi|War,2003.0,battlestar galactica,,2003.0,drama scifi war battlestar galactica
27618,"Sound of Thunder, A (2005)",Action|Adventure|Drama|Sci-Fi|Thriller,2005.0,"sound of thunder, a",,2005.0,action adventure drama scifi thriller sound of thunder a
27619,"Lion King 1½, The (2004)",Adventure|Animation|Children|Comedy,2004.0,"lion king 1½, the",,2004.0,adventure animation children comedy lion king  the
27627,Oasis (2002),Drama|Romance,2002.0,oasis,,2002.0,drama romance oasis
27644,Remember Me (Ricordati di me) (2003),Comedy|Drama|Romance,2003.0,remember me (ricordati di me),,2003.0,comedy drama romance remember me ricordati di me
27660,"Animatrix, The (2003)",Action|Animation|Drama|Sci-Fi,2003.0,"animatrix, the",animation anime cyberpunk dark Matrix sci-fi,2003.0,action animation drama scifi animatrix the animation anime cyberpunk dark matrix scifi
27664,"Brown Bunny, The (2003)",Drama,2003.0,"brown bunny, the",,2003.0,drama brown bunny the
27667,Ju-on: The Curse (2000),Horror,2000.0,ju-on: the curse,,2000.0,horror juon the curse
27674,11:14 (2003),Comedy|Crime|Drama|Mystery|Thriller,2003.0,11:14,,2003.0,comedy crime drama mystery thriller
27683,Tremors 4: The Legend Begins (2004),Action|Comedy|Horror|Sci-Fi|Thriller|Western,2004.0,tremors 4: the legend begins,,2004.0,action comedy horror scifi thriller western tremors  the legend begins
27685,Bring It On Again (2004),Comedy,2004.0,bring it on again,,2004.0,comedy bring it on again
27689,"Crimson Rivers 2: Angels of the Apocalypse (Rivières pourpres II - Les anges de l'apocalypse, Les) (2004)",Action|Crime|Thriller,2004.0,"crimson rivers 2: angels of the apocalypse (rivières pourpres ii - les anges de l'apocalypse, les)",,2004.0,action crime thriller crimson rivers  angels of the apocalypse rivires pourpres ii  les anges de lapocalypse les
27692,And Starring Pancho Villa as Himself (2003),Action|Comedy|Drama|War,2003.0,and starring pancho villa as himself,,2003.0,action comedy drama war and starring pancho villa as himself
27695,Nicotina (2003),Action|Comedy|Drama,2003.0,nicotina,,2003.0,action comedy drama nicotina
27704,Battle Royale 2: Requiem (Batoru rowaiaru II: Chinkonka) (2003),Action|Drama|Thriller|War,2003.0,battle royale 2: requiem (batoru rowaiaru ii: chinkonka),,2003.0,action drama thriller war battle royale  requiem batoru rowaiaru ii chinkonka
27705,In Hell (2003),Action|Drama|Thriller,2003.0,in hell,,2003.0,action drama thriller in hell
27706,Lemony Snicket's A Series of Unfortunate Events (2004),Adventure|Children|Comedy|Fantasy,2004.0,lemony snicket's a series of unfortunate events,dark comedy Jim Carrey meryl streep quirky stylized,2004.0,adventure children comedy fantasy lemony snickets a series of unfortunate events dark comedy jim carrey meryl streep quirky stylized
27708,Helen of Troy (2003),Action|Adventure|Drama|Romance,2003.0,helen of troy,,2003.0,action adventure drama romance helen of troy
27716,"Green Butchers, The (Grønne slagtere, De) (2003)",Comedy|Crime|Drama|Romance,2003.0,"green butchers, the (grønne slagtere, de)",,2003.0,comedy crime drama romance green butchers the grnne slagtere de
27721,"Very Long Engagement, A (Un long dimanche de fiançailles) (2004)",Drama|Mystery|Romance|War,2004.0,"very long engagement, a (un long dimanche de fiançailles)",,2004.0,drama mystery romance war very long engagement a un long dimanche de fianailles
27722,Last Life in the Universe (Ruang rak noi nid mahasan) (2003),Drama|Romance,2003.0,last life in the universe (ruang rak noi nid mahasan),,2003.0,drama romance last life in the universe ruang rak noi nid mahasan
